y,trend_1,trend_2,period7_seasonality,period12_seasonality,period30_seasonality,period52_seasonality,period365_seasonality
59.9622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.235,7.098300000000002,0.0,0.0,0.0,0.0,0.0,0.0
78.112,7.174499999999995,0.0,0.0,0.0,0.0,0.0,0.0
84.7636,3.8769999999999953,0.07619999999999294,0.0,0.0,0.0,0.0,0.0
100.596,6.651600000000002,-3.2974999999999994,0.0,0.0,0.0,0.0,0.0
100.1263,15.832400000000007,2.7746000000000066,0.0,0.0,0.0,0.0,0.0
96.3607,-0.4697000000000031,9.180800000000005,59.9622,0.0,0.0,0.0,0.0
85.8007,-3.7656000000000063,-16.30210000000001,67.0605,0.0,0.0,0.0,0.0
70.3934,-10.559999999999988,-3.295900000000003,74.235,0.0,0.0,0.0,0.0
60.8072,-15.407300000000006,-6.794399999999982,78.112,0.0,0.0,0.0,0.0
58.6598,-9.586199999999998,-4.847300000000018,84.7636,0.0,0.0,0.0,0.0
61.0996,-2.1474000000000046,5.821100000000008,100.596,59.9622,0.0,0.0,0.0
72.2062,2.4398000000000053,7.438799999999993,100.1263,67.0605,0.0,0.0,0.0
80.0984,11.106599999999993,4.58720000000001,96.3607,74.235,0.0,0.0,0.0
83.9059,7.8922000000000025,8.666799999999988,85.8007,78.112,0.0,0.0,0.0
87.3712,3.8075000000000045,-3.2143999999999906,70.3934,84.7636,0.0,0.0,0.0
109.7467,3.465299999999999,-4.084699999999998,60.8072,100.596,0.0,0.0,0.0
107.3748,22.375500000000002,-0.3422000000000054,58.6598,100.1263,0.0,0.0,0.0
99.6631,-2.3719000000000108,18.910200000000003,61.0996,96.3607,0.0,0.0,0.0
91.6272,-7.711699999999993,-24.747400000000013,72.2062,85.8007,0.0,0.0,0.0
75.3049,-8.035899999999998,-5.339799999999983,80.0984,70.3934,0.0,0.0,0.0
65.9342,-16.3223,-0.3242000000000047,83.9059,60.8072,0.0,0.0,0.0
61.5304,-9.3707,-8.2864,87.3712,58.6598,0.0,0.0,0.0
62.9796,-4.403800000000004,6.951599999999999,109.7467,61.0996,0.0,0.0,0.0
75.3447,1.4491999999999976,4.966899999999995,107.3748,72.2062,0.0,0.0,0.0
84.2683,12.365100000000005,5.8530000000000015,99.6631,80.0984,0.0,0.0,0.0
84.5883,8.923599999999993,10.915900000000008,91.6272,83.9059,0.0,0.0,0.0
90.5395,0.3200000000000074,-3.441500000000012,75.3049,87.3712,0.0,0.0,0.0
109.9025,5.9512,-8.603599999999986,65.9342,109.7467,0.0,0.0,0.0
103.8903,19.363,5.631199999999993,61.5304,107.3748,59.9622,0.0,0.0
101.0265,-6.012200000000007,13.4118,62.9796,99.6631,67.0605,0.0,0.0
89.4762,-2.8637999999999977,-25.375200000000007,75.3447,91.6272,74.235,0.0,0.0
73.6952,-11.550299999999993,3.1484000000000094,84.2683,75.3049,78.112,0.0,0.0
66.1573,-15.781000000000006,-8.686499999999995,84.5883,65.9342,84.7636,0.0,0.0
61.0653,-7.537899999999993,-4.230700000000013,90.5395,61.5304,100.596,0.0,0.0
64.2659,-5.092000000000006,8.243100000000013,109.9025,62.9796,100.1263,0.0,0.0
75.4174,3.2006000000000014,2.4458999999999875,103.8903,75.3447,96.3607,0.0,0.0
85.169,11.151499999999999,8.292600000000007,101.0265,84.2683,85.8007,0.0,0.0
85.0917,9.751599999999996,7.950899999999997,89.4762,84.5883,70.3934,0.0,0.0
97.3552,-0.07729999999999393,-1.3999000000000024,73.6952,90.5395,60.8072,0.0,0.0
113.5254,12.263499999999993,-9.82889999999999,66.1573,109.9025,58.6598,0.0,0.0
108.1455,16.17020000000001,12.340799999999987,61.0653,103.8903,61.0996,0.0,0.0
104.8251,-5.379900000000006,3.906700000000015,64.2659,101.0265,72.2062,0.0,0.0
90.1157,-3.3203999999999922,-21.550100000000015,75.4174,89.4762,80.0984,0.0,0.0
75.7187,-14.709400000000002,2.059500000000014,85.169,73.6952,83.9059,0.0,0.0
70.2168,-14.397000000000006,-11.38900000000001,85.0917,66.1573,87.3712,0.0,0.0
62.7436,-5.501899999999992,0.3123999999999967,97.3552,61.0653,109.7467,0.0,0.0
61.9418,-7.473200000000006,8.895100000000014,113.5254,64.2659,107.3748,0.0,0.0
74.0597,-0.8018000000000001,-1.9713000000000136,108.1455,75.4174,99.6631,0.0,0.0
86.9646,12.117900000000006,6.6714000000000055,104.8251,85.169,91.6272,0.0,0.0
90.131,12.904899999999998,12.919700000000006,90.1157,85.0917,75.3049,0.0,0.0
94.1542,3.166399999999996,0.7869999999999919,75.7187,97.3552,65.9342,59.9622,0.0
110.0257,4.023200000000003,-9.738500000000002,70.2168,113.5254,61.5304,67.0605,0.0
107.4617,15.871499999999997,0.8568000000000069,62.7436,108.1455,62.9796,74.235,0.0
103.8183,-2.564000000000007,11.848299999999995,61.9418,104.8251,75.3447,78.112,0.0
92.238,-3.6433999999999997,-18.435500000000005,74.0597,90.1157,84.2683,84.7636,0.0
75.1034,-11.580299999999994,-1.0793999999999926,86.9646,75.7187,84.5883,100.596,0.0
67.532,-17.134600000000006,-7.936899999999994,90.131,70.2168,90.5395,100.1263,0.0
62.483,-7.571399999999997,-5.554300000000012,94.1542,62.7436,109.9025,96.3607,0.0
63.7684,-5.0489999999999995,9.563200000000009,110.0257,61.9418,103.8903,85.8007,0.0
75.0613,1.2854000000000028,2.5223999999999975,107.4617,74.0597,101.0265,70.3934,0.0
90.0211,11.292900000000003,6.334400000000002,103.8183,86.9646,89.4762,60.8072,0.0
92.6645,14.959800000000001,10.0075,92.238,90.131,73.6952,58.6598,0.0
99.12,2.6433999999999997,3.6668999999999983,75.1034,94.1542,66.1573,61.0996,0.0
114.723,6.455500000000001,-12.316400000000002,67.532,110.0257,61.0653,72.2062,0.0
112.3297,15.602999999999994,3.812100000000001,62.483,107.4617,64.2659,80.0984,0.0
106.4137,-2.3932999999999964,9.147499999999994,63.7684,103.8183,75.4174,83.9059,0.0
91.7217,-5.915999999999997,-17.99629999999999,75.0613,92.238,85.169,87.3712,0.0
76.0245,-14.692000000000007,-3.5227000000000004,90.0211,75.1034,85.0917,109.7467,0.0
67.3937,-15.697199999999995,-8.77600000000001,92.6645,67.532,97.3552,107.3748,0.0
61.4415,-8.630800000000008,-1.0051999999999879,99.12,62.483,113.5254,99.6631,0.0
61.888,-5.952199999999998,7.066399999999987,114.723,63.7684,108.1455,91.6272,0.0
72.8712,0.44650000000000034,2.67860000000001,112.3297,75.0613,104.8251,75.3049,0.0
83.9315,10.983200000000004,6.398699999999998,106.4137,90.0211,90.1157,65.9342,0.0
89.0592,11.060299999999998,10.536700000000003,91.7217,92.6645,75.7187,61.5304,0.0
92.4522,5.127700000000004,0.0770999999999944,76.0245,99.12,70.2168,62.9796,0.0
111.3258,3.3930000000000007,-5.932599999999994,67.3937,114.723,62.7436,75.3447,0.0
106.9251,18.873599999999996,-1.7347000000000037,61.4415,112.3297,61.9418,84.2683,0.0
103.6909,-4.4007000000000005,15.480599999999995,61.888,106.4137,74.0597,84.5883,0.0
90.6197,-3.2342000000000013,-23.274299999999997,72.8712,91.7217,86.9646,90.5395,0.0
79.1839,-13.071200000000005,1.1664999999999992,83.9315,76.0245,90.131,109.9025,0.0
67.8849,-11.4358,-9.837000000000003,89.0592,67.3937,94.1542,103.8903,0.0
62.4032,-11.298999999999992,1.6354000000000042,92.4522,61.4415,110.0257,101.0265,0.0
63.0121,-5.481700000000004,0.13680000000000803,111.3258,61.888,107.4617,89.4762,0.0
73.9406,0.6088999999999984,5.817299999999989,106.9251,72.8712,103.8183,73.6952,0.0
86.4275,10.928500000000007,6.090600000000002,103.6909,83.9315,92.238,66.1573,0.0
91.2026,12.486899999999991,10.319600000000008,90.6197,89.0592,75.1034,61.0653,0.0
94.7007,4.775100000000009,1.5583999999999847,79.1839,92.4522,67.532,64.2659,0.0
110.1034,3.4980999999999938,-7.7117999999999824,67.8849,111.3258,62.483,75.4174,0.0
107.1544,15.402699999999996,-1.2770000000000152,62.4032,106.9251,63.7684,85.169,0.0
106.7727,-2.948999999999998,11.904600000000002,63.0121,103.6909,75.0613,85.0917,0.0
95.3163,-0.38169999999999504,-18.351699999999994,73.9406,90.6197,90.0211,97.3552,0.0
79.5977,-11.456400000000002,2.567300000000003,86.4275,79.1839,92.6645,113.5254,0.0
67.8927,-15.718599999999995,-11.074700000000007,91.2026,67.8849,99.12,108.1455,0.0
63.285,-11.704999999999998,-4.262199999999993,94.7007,62.4032,114.723,104.8251,0.0
66.9827,-4.607700000000008,4.013599999999997,110.1034,63.0121,112.3297,90.1157,0.0
76.4441,3.6976999999999975,7.09729999999999,107.1544,73.9406,106.4137,75.7187,0.0
85.8896,9.461400000000012,8.305400000000006,106.7727,86.4275,91.7217,70.2168,0.0
87.9979,9.445499999999996,5.763700000000014,95.3163,91.2026,76.0245,62.7436,0.0
92.1732,2.1083,-0.015900000000016234,79.5977,94.7007,67.3937,61.9418,0.0
108.4666,4.175299999999993,-7.337199999999996,67.8927,110.1034,61.4415,74.0597,0.0
107.8745,16.293400000000005,2.066999999999993,63.285,107.1544,61.888,86.9646,0.0
107.8574,-0.5921000000000021,12.118100000000013,66.9827,106.7727,72.8712,90.131,0.0
90.6691,-0.017099999999999227,-16.885500000000008,76.4441,95.3163,83.9315,94.1542,0.0
76.2283,-17.188299999999998,0.5750000000000028,85.8896,79.5977,89.0592,110.0257,0.0
66.4869,-14.440799999999996,-17.1712,87.9979,67.8927,92.4522,107.4617,0.0
63.8654,-9.741399999999999,2.7475000000000023,92.1732,63.285,111.3258,103.8183,0.0
60.5596,-2.6215000000000046,4.699399999999997,108.4666,66.9827,106.9251,92.238,0.0
76.4854,-3.305799999999998,7.119899999999994,107.8745,76.4441,103.6909,75.1034,0.0
86.6148,15.925799999999995,-0.6842999999999932,107.8574,85.8896,90.6197,67.532,0.0
89.0339,10.129400000000004,19.231599999999993,90.6691,87.9979,79.1839,62.483,0.0
93.6984,2.4191000000000003,-5.796399999999991,76.2283,92.1732,67.8849,63.7684,0.0
110.6836,4.664500000000004,-7.710300000000004,66.4869,108.4666,62.4032,75.0613,0.0
110.7837,16.985199999999992,2.2454000000000036,63.8654,107.8745,63.0121,90.0211,0.0
106.1196,0.10009999999999764,12.320699999999988,60.5596,107.8574,73.9406,92.6645,0.0
91.4711,-4.664099999999991,-16.885099999999994,76.4854,90.6691,86.4275,99.12,0.0
76.9246,-14.648499999999999,-4.764199999999988,86.6148,76.2283,91.2026,114.723,0.0
71.0281,-14.546500000000009,-9.984400000000008,89.0339,66.4869,94.7007,112.3297,0.0
66.5992,-5.896500000000003,0.10199999999998965,93.6984,63.8654,110.1034,106.4137,0.0
62.0754,-4.428899999999999,8.650000000000006,110.6836,60.5596,107.1544,91.7217,0.0
77.0295,-4.523799999999994,1.4676000000000045,110.7837,76.4854,106.7727,76.0245,0.0
88.5032,14.954099999999997,-0.09489999999999554,106.1196,86.6148,95.3163,67.3937,0.0
86.244,11.473700000000008,19.47789999999999,91.4711,89.0339,79.5977,61.4415,0.0
93.3385,-2.259200000000007,-3.480399999999989,76.9246,93.6984,67.8927,61.888,0.0
106.9338,7.0944999999999965,-13.732900000000015,71.0281,110.6836,63.285,72.8712,0.0
101.1462,13.595300000000009,9.353700000000003,66.5992,110.7837,66.9827,83.9315,0.0
98.2014,-5.787600000000012,6.500800000000012,62.0754,106.1196,76.4441,89.0592,0.0
86.1862,-2.9447999999999865,-19.38290000000002,77.0295,91.4711,85.8896,92.4522,0.0
72.0738,-12.015200000000007,2.8428000000000253,88.5032,76.9246,87.9979,111.3258,0.0
66.0278,-14.112399999999994,-9.07040000000002,86.244,71.0281,92.1732,106.9251,0.0
61.469,-6.0460000000000065,-2.0971999999999866,93.3385,66.5992,108.4666,103.6909,0.0
63.5263,-4.558799999999998,8.066399999999987,106.9338,62.0754,107.8745,90.6197,0.0
74.3646,2.057299999999998,1.4872000000000085,101.1462,77.0295,107.8574,79.1839,0.0
86.6512,10.838299999999997,6.616099999999996,98.2014,88.5032,90.6691,67.8849,0.0
83.5305,12.286600000000007,8.780999999999999,86.1862,86.244,76.2283,62.4032,0.0
94.3514,-3.1206999999999994,1.4483000000000104,72.0738,93.3385,66.4869,63.0121,0.0
110.2263,10.820899999999995,-15.407300000000006,66.0278,106.9338,63.8654,73.9406,0.0
107.5508,15.874899999999997,13.941599999999994,61.469,101.1462,60.5596,86.4275,0.0
105.2968,-2.6754999999999995,5.054000000000002,63.5263,98.2014,76.4854,91.2026,0.0
95.8909,-2.2539999999999907,-18.550399999999996,74.3646,86.1862,86.6148,94.7007,0.0
79.0648,-9.405900000000003,0.42150000000000887,86.6512,72.0738,89.0339,110.1034,0.0
70.3554,-16.826099999999997,-7.151900000000012,83.5305,66.0278,93.6984,107.1544,0.0
65.5867,-8.709400000000002,-7.420199999999994,94.3514,61.469,110.6836,106.7727,0.0
67.0011,-4.76870000000001,8.116699999999994,110.2263,63.5263,110.7837,95.3163,0.0
85.6144,1.4144000000000005,3.9406999999999925,107.5508,74.3646,106.1196,79.5977,0.0
96.7755,18.61330000000001,6.18310000000001,105.2968,86.6512,91.4711,67.8927,0.0
101.8245,11.16109999999999,17.19890000000001,95.8909,83.5305,76.9246,63.285,0.0
108.3343,5.049000000000007,-7.452200000000019,79.0648,94.3514,71.0281,66.9827,0.0
128.8405,6.5097999999999985,-6.112099999999984,70.3554,110.2263,66.5992,76.4441,0.0
125.1273,20.506199999999993,1.4607999999999919,65.5867,107.5508,62.0754,85.8896,0.0
116.6079,-3.7131999999999863,13.996399999999994,67.0011,105.2968,77.0295,87.9979,0.0
106.8885,-8.519400000000005,-24.21939999999998,85.6144,95.8909,88.5032,92.1732,0.0
88.2627,-9.719400000000007,-4.806200000000018,96.7755,79.0648,86.244,108.4666,0.0
80.3855,-18.625799999999998,-1.2000000000000028,101.8245,70.3554,93.3385,107.8745,0.0
73.974,-7.877200000000002,-8.90639999999999,108.3343,65.5867,106.9338,107.8574,0.0
76.1736,-6.4114999999999895,10.748599999999996,128.8405,67.0011,101.1462,90.6691,0.0
86.6116,2.1995999999999896,1.4657000000000124,125.1273,85.6144,98.2014,76.2283,0.0
101.2354,10.438000000000002,8.611099999999979,116.6079,96.7755,86.1862,66.4869,0.0
104.8666,14.623800000000003,8.238400000000013,106.8885,101.8245,72.0738,63.8654,0.0
114.318,3.631200000000007,4.1858,88.2627,108.3343,66.0278,60.5596,0.0
130.5975,9.451399999999992,-10.992599999999996,80.3855,128.8405,61.469,76.4854,0.0
124.5167,16.2795,5.820199999999986,73.974,125.1273,63.5263,86.6148,0.0
117.4459,-6.080799999999996,6.828100000000006,76.1736,116.6079,74.3646,89.0339,0.0
104.0654,-7.0708000000000055,-22.360299999999995,86.6116,106.8885,86.6512,93.6984,0.0
86.2262,-13.380499999999998,-0.9900000000000091,101.2354,88.2627,83.5305,110.6836,0.0
74.6592,-17.83919999999999,-6.309699999999992,104.8666,80.3855,94.3514,110.7837,0.0
70.6329,-11.567000000000007,-4.458699999999993,114.318,73.974,110.2263,106.1196,0.0
73.682,-4.026299999999992,6.272199999999984,130.5975,76.1736,107.5508,91.4711,0.0
88.9355,3.0490999999999957,7.540700000000015,124.5167,86.6116,105.2968,76.9246,0.0
100.0295,15.253500000000003,7.075399999999988,117.4459,101.2354,95.8909,71.0281,0.0
104.3014,11.093999999999994,12.204400000000007,104.0654,104.8666,79.0648,66.5992,0.0
113.2964,4.271900000000002,-4.159500000000008,86.2262,114.318,70.3554,62.0754,0.0
127.3228,8.995000000000005,-6.822099999999992,74.6592,130.5975,65.5867,77.0295,0.0
121.323,14.026399999999995,4.723100000000002,70.6329,124.5167,67.0011,88.5032,0.0
119.079,-5.999800000000008,5.031399999999991,73.682,117.4459,85.6144,86.244,0.0
96.8704,-2.2439999999999998,-20.026200000000003,88.9355,104.0654,96.7755,93.3385,0.0
86.412,-22.20859999999999,3.755800000000008,100.0295,86.2262,101.8245,106.9338,0.0
76.9717,-10.458399999999997,-19.96459999999999,104.3014,74.6592,108.3343,101.1462,0.0
70.6204,-9.440300000000008,11.750199999999992,113.2964,70.6329,128.8405,98.2014,0.0
73.948,-6.351299999999995,1.0180999999999898,127.3228,73.682,125.1273,86.1862,0.0
94.5373,3.3275999999999897,3.089000000000013,121.323,88.9355,116.6079,72.0738,0.0
103.6022,20.58930000000001,9.678899999999985,119.079,100.0295,106.8885,66.0278,0.0
106.819,9.064899999999994,17.26170000000002,96.8704,104.3014,88.2627,61.469,0.0
116.8105,3.2168000000000063,-11.524400000000014,86.412,113.2964,80.3855,63.5263,0.0
132.008,9.991500000000002,-5.848099999999988,76.9717,127.3228,73.974,74.3646,0.0
127.4044,15.197500000000005,6.774699999999996,70.6204,121.323,76.1736,86.6512,0.0
123.6748,-4.603600000000014,5.206000000000003,73.948,119.079,86.6116,83.5305,0.0
106.7224,-3.7295999999999907,-19.80110000000002,94.5373,96.8704,101.2354,94.3514,0.0
89.4039,-16.95240000000001,0.8740000000000236,103.6022,86.412,104.8666,110.2263,0.0
84.6298,-17.3185,-13.22280000000002,106.819,76.9717,114.318,107.5508,0.0
79.7024,-4.77409999999999,-0.36609999999998877,116.8105,70.6204,130.5975,105.2968,0.0
79.9002,-4.927400000000006,12.54440000000001,132.008,73.948,124.5167,95.8909,0.0
98.0175,0.19780000000000086,-0.15330000000001576,127.4044,94.5373,117.4459,79.0648,0.0
115.092,18.1173,5.125200000000007,123.6748,103.6022,104.0654,70.3554,0.0
119.3721,17.0745,17.9195,106.7224,106.819,86.2262,65.5867,0.0
130.0414,4.2801000000000045,-1.0427999999999997,89.4039,116.8105,74.6592,67.0011,0.0
150.9298,10.669300000000007,-12.794399999999996,84.6298,132.008,70.6329,85.6144,0.0
145.4406,20.88839999999999,6.389200000000002,79.7024,127.4044,73.682,96.7755,0.0
140.7433,-5.489200000000011,10.219099999999983,79.9002,123.6748,88.9355,101.8245,0.0
117.3826,-4.697299999999984,-26.3776,98.0175,106.7224,100.0295,108.3343,0.0
100.0984,-23.36070000000001,0.7919000000000267,115.092,89.4039,104.3014,128.8405,0.0
87.7763,-17.2842,-18.663400000000024,119.3721,84.6298,113.2964,125.1273,0.0
83.0951,-12.322099999999992,6.07650000000001,130.0414,79.7024,127.3228,116.6079,0.0
87.6177,-4.681200000000004,4.962100000000007,150.9298,79.9002,121.323,106.8885,0.0
104.3502,4.522599999999997,7.640899999999988,145.4406,98.0175,119.079,88.2627,0.0
115.434,16.7325,9.203800000000001,140.7433,115.092,96.8704,80.3855,0.0
121.1818,11.083799999999997,12.209900000000005,117.3826,119.3721,86.412,73.974,0.0
126.1014,5.747799999999998,-5.648700000000005,100.0984,130.0414,76.9717,76.1736,0.0
140.4695,4.919600000000003,-5.3359999999999985,87.7763,150.9298,70.6204,86.6116,0.0
135.0524,14.368100000000013,-0.8281999999999954,83.0951,145.4406,73.948,101.2354,0.0
128.2777,-5.417100000000005,9.44850000000001,87.6177,140.7433,94.5373,104.8666,0.0
110.4963,-6.774699999999996,-19.785200000000017,104.3502,117.3826,103.6022,114.318,0.0
97.427,-17.781400000000005,-1.3575999999999908,115.434,100.0984,106.819,130.5975,0.0
90.7381,-13.069299999999998,-11.00670000000001,121.1818,87.7763,116.8105,124.5167,0.0
86.0141,-6.688900000000004,4.712100000000007,126.1014,83.0951,132.008,117.4459,0.0
82.5291,-4.724000000000004,6.3803999999999945,140.4695,87.6177,127.4044,104.0654,0.0
103.7776,-3.4849999999999994,1.9649,135.0524,104.3502,123.6748,86.2262,0.0
117.2887,21.248500000000007,1.2390000000000043,128.2777,115.434,106.7224,74.6592,0.0
121.9508,13.511099999999999,24.733500000000006,110.4963,121.1818,89.4039,70.6329,0.0
126.5316,4.662099999999995,-7.737400000000008,97.427,126.1014,84.6298,73.682,0.0
141.2775,4.580799999999996,-8.849000000000004,90.7381,140.4695,79.7024,88.9355,0.0
143.6218,14.745900000000006,-0.08129999999999882,86.0141,135.0524,79.9002,100.0295,0.0
129.0701,2.344300000000004,10.16510000000001,82.5291,128.2777,98.0175,104.3014,0.0
114.4056,-14.551700000000011,-12.401600000000002,103.7776,110.4963,115.092,113.2964,0.0
98.353,-14.66449999999999,-16.896000000000015,117.2887,97.427,119.3721,127.3228,0.0
87.9189,-16.052600000000012,-0.1127999999999787,121.9508,90.7381,130.0414,121.323,0.0
85.7338,-10.4341,-1.3881000000000228,126.5316,86.0141,150.9298,119.079,0.0
85.2665,-2.1850999999999914,5.618500000000012,141.2775,82.5291,145.4406,96.8704,0.0
104.8588,-0.4673000000000087,8.24900000000001,143.6218,103.7776,140.7433,86.412,0.0
118.1119,19.59230000000001,1.7177999999999827,129.0701,117.2887,117.3826,76.9717,0.0
123.0359,13.253100000000003,20.059600000000017,114.4056,121.9508,100.0984,70.6204,0.0
127.9323,4.923999999999992,-6.339200000000005,98.353,126.5316,87.7763,73.948,0.0
157.4896,4.8964,-8.329100000000011,87.9189,141.2775,83.0951,94.5373,0.0
140.6807,29.557299999999998,-0.02759999999999252,85.7338,143.6218,87.6177,103.6022,0.0
135.6808,-16.808899999999994,24.660899999999998,85.2665,129.0701,104.3502,106.819,0.0
120.9914,-4.999899999999997,-46.36619999999999,104.8588,114.4056,115.434,116.8105,0.0
103.7686,-14.689400000000006,11.808999999999997,118.1119,98.353,121.1818,132.008,0.0
91.882,-17.222799999999992,-9.68950000000001,123.0359,87.9189,126.1014,127.4044,0.0
89.0019,-11.886600000000001,-2.533399999999986,127.9323,85.7338,140.4695,123.6748,0.0
90.2244,-2.8800999999999988,5.336199999999991,157.4896,85.2665,135.0524,106.7224,0.0
110.4098,1.2224999999999966,9.006500000000003,140.6807,104.8588,128.2777,89.4039,0.0
131.4666,20.1854,4.102599999999995,135.6808,118.1119,110.4963,84.6298,0.0
135.2148,21.056799999999996,18.962900000000005,120.9914,123.0359,97.427,79.7024,0.0
142.7928,3.748199999999997,0.8713999999999942,103.7686,127.9323,90.7381,79.9002,0.0
158.2887,7.578000000000003,-17.3086,91.882,157.4896,86.0141,98.0175,0.0
147.0626,15.495900000000006,3.829800000000006,89.0019,140.6807,82.5291,115.092,0.0
143.9345,-11.226100000000002,7.917900000000003,90.2244,135.6808,103.7776,119.3721,0.0
127.0568,-3.1280999999999892,-26.72200000000001,110.4098,120.9914,117.2887,130.0414,0.0
109.5147,-16.87770000000002,8.098000000000013,131.4666,103.7686,121.9508,150.9298,0.0
99.3276,-17.54209999999999,-13.74960000000003,135.2148,91.882,126.5316,145.4406,0.0
92.9703,-10.187100000000001,-0.6643999999999721,142.7928,89.0019,141.2775,140.7433,0.0
95.3665,-6.357300000000009,7.35499999999999,158.2887,90.2244,143.6218,117.3826,0.0
123.4377,2.3962000000000074,3.8297999999999917,147.0626,110.4098,129.0701,100.0984,0.0
133.6159,28.071200000000005,8.753500000000017,143.9345,131.4666,114.4056,87.7763,0.0
140.7597,10.178200000000004,25.674999999999997,127.0568,135.2148,98.353,83.0951,0.0
150.5615,7.143799999999999,-17.893,109.5147,142.7928,87.9189,87.6177,0.0
165.0825,9.801799999999986,-3.034400000000005,99.3276,158.2887,85.7338,104.3502,0.0
159.3991,14.521000000000015,2.657999999999987,92.9703,147.0626,85.2665,115.434,0.0
152.2206,-5.683400000000006,4.719200000000029,95.3665,143.9345,104.8588,121.1818,0.0
128.2921,-7.178500000000014,-20.20440000000002,123.4377,127.0568,118.1119,126.1014,0.0
109.5646,-23.928499999999985,-1.4951000000000079,133.6159,109.5147,123.0359,140.4695,0.0
96.3109,-18.727500000000006,-16.74999999999997,140.7597,99.3276,127.9323,135.0524,0.0
90.508,-13.253699999999995,5.200999999999979,150.5615,92.9703,157.4896,128.2777,0.0
99.4781,-5.802900000000008,5.473800000000011,165.0825,95.3665,140.6807,110.4963,0.0
119.706,8.970100000000002,7.450799999999987,159.3991,123.4377,135.6808,97.427,0.0
134.2504,20.227900000000005,14.77300000000001,152.2206,133.6159,120.9914,90.7381,0.0
141.2588,14.54440000000001,11.257800000000003,128.2921,140.7597,103.7686,86.0141,0.0
144.7913,7.008399999999995,-5.683499999999995,109.5646,150.5615,91.882,82.5291,0.0
159.228,3.532499999999999,-7.536000000000016,96.3109,165.0825,89.0019,103.7776,0.0
155.8514,14.436700000000002,-3.4758999999999958,90.508,159.3991,90.2244,117.2887,0.0
143.5421,-3.3765999999999963,10.904200000000003,99.4781,152.2206,110.4098,121.9508,0.0
121.3149,-12.309300000000007,-17.813299999999998,119.706,128.2921,131.4666,126.5316,0.0
109.9283,-22.22720000000001,-8.932700000000011,134.2504,109.5646,135.2148,141.2775,0.0
102.0735,-11.386600000000001,-9.917900000000003,141.2588,96.3109,142.7928,143.6218,0.0
94.1296,-7.854799999999997,10.84060000000001,144.7913,90.508,158.2887,129.0701,0.0
104.9496,-7.943899999999999,3.531800000000004,159.228,99.4781,147.0626,114.4056,0.0
122.5914,10.820000000000007,-0.08910000000000196,155.8514,119.706,143.9345,98.353,0.0
138.8764,17.64179999999999,18.763900000000007,143.5421,134.2504,127.0568,87.9189,0.0
150.0524,16.284999999999997,6.821799999999982,121.3149,141.2588,109.5147,85.7338,0.0
148.7095,11.176000000000016,-1.3567999999999927,109.9283,144.7913,99.3276,85.2665,0.0
174.4632,-1.3429000000000144,-5.1089999999999804,102.0735,159.228,92.9703,104.8588,0.0
173.0159,25.75370000000001,-12.51890000000003,94.1296,155.8514,95.3665,118.1119,0.0
164.7302,-1.4473000000000127,27.096600000000024,104.9496,143.5421,123.4377,123.0359,0.0
137.9415,-8.285699999999991,-27.201000000000022,122.5914,121.3149,133.6159,127.9323,0.0
127.0089,-26.788700000000006,-6.838399999999979,138.8764,109.9283,140.7597,157.4896,0.0
108.0761,-10.932599999999994,-18.503000000000014,150.0524,102.0735,150.5615,140.6807,0.0
95.7693,-18.9328,15.856100000000012,148.7095,94.1296,165.0825,135.6808,0.0
108.7666,-12.306799999999996,-8.000200000000007,174.4632,104.9496,159.3991,120.9914,0.0
129.4163,12.997299999999996,6.626000000000005,173.0159,122.5914,152.2206,103.7686,0.0
145.4127,20.64970000000001,25.30409999999999,164.7302,138.8764,128.2921,91.882,0.0
151.9554,15.996399999999994,7.652400000000014,137.9415,150.0524,109.5646,89.0019,0.0
156.9814,6.542699999999996,-4.653300000000016,127.0089,148.7095,96.3109,90.2244,0.0
184.1093,5.0260000000000105,-9.453699999999998,108.0761,174.4632,90.508,110.4098,0.0
169.3725,27.127899999999983,-1.516699999999986,95.7693,173.0159,99.4781,131.4666,0.0
152.8792,-14.736799999999988,22.101899999999972,108.7666,164.7302,119.706,135.2148,0.0
136.2178,-16.493300000000005,-41.86469999999997,129.4163,137.9415,134.2504,142.7928,0.0
113.1833,-16.661399999999986,-1.7565000000000168,145.4127,127.0089,141.2588,158.2887,0.0
97.419,-23.03450000000001,-0.16809999999998126,151.9554,108.0761,144.7913,147.0626,0.0
